Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-06-28,ADANIENT,EQ,152.85,152.5,156.3,149.8,150.0,150.5,153.21,4642404,71124309350000.0,21905,674382,0.14529999999999998
2019-07-01,ADANIENT,EQ,150.5,150.65,155.6,148.05,153.95,154.1,152.49,6182608,94277691785000.0,33086,540672,0.08750000000000001
2019-07-02,ADANIENT,EQ,154.1,154.9,158.2,151.4,154.2,154.7,154.71,11741576,181656262015000.0,66615,1562165,0.133
2019-07-03,ADANIENT,EQ,154.7,156.4,157.6,154.2,154.8,155.6,155.67,5661251,88128781930000.0,33800,633265,0.1119
2019-07-04,ADANIENT,EQ,155.6,160.1,161.8,154.3,155.4,156.1,158.3,15687573,248338601390000.0,79690,2441100,0.15560000000000002
2019-07-05,ADANIENT,EQ,156.1,156.3,156.85,145.85,146.8,147.3,151.21,6607087,99907909620000.0,39721,1212906,0.18359999999999999
2019-07-08,ADANIENT,EQ,147.3,143.25,146.25,137.55,139.1,138.9,141.66,5896584,83529470075000.0,34336,645817,0.1095
2019-07-09,ADANIENT,EQ,138.9,138.05,143.2,135.75,142.1,141.15,139.82,7317997,102319214375000.0,41597,530977,0.0726
2019-07-10,ADANIENT,EQ,141.15,142.0,142.5,137.25,138.95,139.35,139.44,5548654,77372287305000.0,26350,628104,0.11320000000000001
2019-07-11,ADANIENT,EQ,139.35,140.5,141.85,137.5,140.35,141.0,139.93,5098558,71344410655000.0,26841,670366,0.1315
2019-07-12,ADANIENT,EQ,141.0,141.0,143.45,137.8,140.9,140.3,140.39,6678610,93762132230000.0,33490,541963,0.08109999999999999
2019-07-15,ADANIENT,EQ,140.3,141.0,141.7,136.1,137.45,137.95,138.16,4491271,62053060025000.0,24662,566124,0.126
2019-07-16,ADANIENT,EQ,137.95,137.9,140.95,136.6,139.9,140.15,139.03,4954078,68874299165000.0,25483,664499,0.1341
2019-07-17,ADANIENT,EQ,140.15,140.2,141.0,137.0,137.55,138.05,138.73,3984405,55276444704999.99,24201,553508,0.1389
2019-07-18,ADANIENT,EQ,138.05,137.7,137.95,133.35,134.15,134.2,135.42,4247055,57515239875000.0,23921,685707,0.16149999999999998
2019-07-19,ADANIENT,EQ,134.2,134.25,135.2,130.3,132.2,131.4,131.92,4256095,56148111865000.0,27023,391376,0.092
2019-07-22,ADANIENT,EQ,131.4,130.75,134.2,128.7,131.6,131.65,131.57,5467444,71932440520000.0,27681,547397,0.1001
2019-07-23,ADANIENT,EQ,131.65,131.45,135.95,130.75,134.4,134.05,133.73,5753483,76939687670000.0,28265,1165877,0.20260000000000003
2019-07-24,ADANIENT,EQ,134.05,133.45,134.0,127.85,129.45,129.8,130.04,5403438,70265879025000.0,23638,738537,0.13670000000000002
2019-07-25,ADANIENT,EQ,129.8,130.5,131.3,127.75,129.25,129.4,129.51,3977652,51513323585000.0,19142,396550,0.09970000000000001
2019-07-26,ADANIENT,EQ,129.4,129.4,134.2,128.4,131.6,131.85,131.9,3632048,47905777270000.0,20489,434949,0.1198
2019-07-29,ADANIENT,EQ,131.85,131.0,131.85,127.1,128.35,129.45,129.01,4349871,56115581100000.0,21143,501069,0.1152
2019-07-30,ADANIENT,EQ,129.45,128.0,131.0,123.85,125.55,125.35,127.24,4167043,53022646450000.0,20554,452448,0.1086
2019-07-31,ADANIENT,EQ,125.35,125.0,129.3,124.2,128.3,128.8,127.32,3665392,46667199095000.0,18409,471916,0.12869999999999998
2019-08-01,ADANIENT,EQ,128.8,128.6,129.1,123.0,125.15,125.45,125.38,4462938,55954932065000.0,29764,667198,0.1495
2019-08-02,ADANIENT,EQ,125.45,124.9,129.75,123.3,127.1,128.1,127.07,4637509,58928516265000.0,24016,431959,0.0931
2019-08-05,ADANIENT,EQ,128.1,126.2,126.4,121.15,124.45,124.7,123.65,5259236,65032779490000.0,24646,464998,0.0884
2019-08-06,ADANIENT,EQ,124.7,124.0,129.45,124.0,128.4,128.2,127.08,3899290,49553984405000.0,22625,352766,0.09050000000000001
2019-08-07,ADANIENT,EQ,128.2,128.2,130.15,124.6,125.8,125.6,127.2,3911797,49756275910000.0,22678,414245,0.1059
2019-08-08,ADANIENT,EQ,125.6,126.2,134.0,124.05,132.5,130.9,128.54,7070036,90881777330000.0,39009,688884,0.0974
2019-08-09,ADANIENT,EQ,130.9,134.7,135.9,130.1,132.1,132.4,132.67,8589075,113950566595000.0,40101,995032,0.1158
2019-08-13,ADANIENT,EQ,132.4,133.0,133.9,128.6,129.65,130.3,131.44,4226112,55547639700000.0,20073,536388,0.12689999999999999
2019-08-14,ADANIENT,EQ,130.3,130.9,132.45,127.35,130.8,130.65,130.47,4761139,62118853954999.99,23786,569445,0.11960000000000001
2019-08-16,ADANIENT,EQ,130.65,130.0,133.95,128.15,133.7,132.85,131.5,4087073,53743578279999.99,20617,590400,0.1445
2019-08-19,ADANIENT,EQ,132.85,132.8,136.95,132.3,135.0,135.5,134.44,4261741,57293815154999.99,20548,672964,0.15789999999999998
2019-08-20,ADANIENT,EQ,135.5,135.7,136.8,132.05,134.35,135.65,134.61,4515865,60787494415000.0,23500,588620,0.1303
2019-08-21,ADANIENT,EQ,135.65,134.0,135.3,130.25,130.85,131.9,132.92,3426518,45543879995000.0,17219,452814,0.13210000000000002
2019-08-22,ADANIENT,EQ,131.9,130.95,131.3,126.1,126.5,126.9,128.76,3358838,43249462180000.0,18298,346860,0.1033
2019-08-23,ADANIENT,EQ,126.9,123.4,132.2,122.9,130.9,131.3,128.91,4374006,56384282625000.0,21883,423740,0.0969
2019-08-26,ADANIENT,EQ,131.3,132.1,135.95,128.3,134.75,135.2,133.17,5507570,73344899820000.0,26352,612878,0.11130000000000001
2019-08-27,ADANIENT,EQ,135.2,134.75,138.2,133.9,136.75,137.15,136.24,4495705,61250907675000.0,23115,571911,0.1272
2019-08-28,ADANIENT,EQ,137.15,136.2,137.1,132.15,135.75,135.95,134.84,5312871,71638791220000.0,18411,976233,0.1837
2019-08-29,ADANIENT,EQ,135.95,138.0,138.0,130.35,132.0,132.35,133.54,6108447,81572919415000.0,28610,1116382,0.18280000000000002
2019-08-30,ADANIENT,EQ,132.35,132.4,138.3,132.15,137.25,137.35,136.02,7806183,106178811935000.0,39392,854064,0.1094
2019-09-03,ADANIENT,EQ,137.35,135.6,136.9,133.0,133.25,135.25,135.55,3477541,47138582035000.0,15715,643606,0.18510000000000001
2019-09-04,ADANIENT,EQ,135.25,134.6,135.5,130.6,134.25,134.95,133.27,4313711,57490830660000.0,23172,480193,0.11130000000000001
2019-09-05,ADANIENT,EQ,134.95,135.0,138.65,133.35,135.35,135.75,135.8,6840367,92894587525000.0,33247,738854,0.10800000000000001
2019-09-06,ADANIENT,EQ,135.75,135.4,138.45,135.05,137.65,137.75,136.8,3744649,51227633470000.0,16142,606761,0.162
2019-09-09,ADANIENT,EQ,137.75,137.8,141.75,136.35,140.05,140.9,139.76,4349296,60785520995000.01,18303,710587,0.1634
2019-09-11,ADANIENT,EQ,140.9,140.05,144.9,140.05,143.5,143.95,142.96,4245005,60687004670000.01,18344,1023488,0.2411
2019-09-12,ADANIENT,EQ,143.95,144.85,146.3,142.05,142.45,143.05,143.75,3500479,50319492145000.0,18234,455615,0.1302
2019-09-13,ADANIENT,EQ,143.05,143.0,146.9,140.55,145.3,145.75,143.92,3561056,51248958630000.0,18665,423283,0.1189
2019-09-16,ADANIENT,EQ,145.75,144.0,147.2,143.15,145.45,145.95,145.57,3713796,54062571075000.0,21969,347517,0.0936
2019-09-17,ADANIENT,EQ,145.95,145.5,147.9,142.4,143.45,143.75,145.18,4167662,60506042300000.0,20490,919202,0.2206
2019-09-18,ADANIENT,EQ,143.75,144.0,146.0,142.1,145.0,144.15,144.15,3465608,49955040685000.0,18688,381321,0.11
2019-09-19,ADANIENT,EQ,144.15,143.95,144.9,140.5,142.0,142.55,142.45,2662885,37933659890000.0,11865,284046,0.1067
2019-09-20,ADANIENT,EQ,142.55,143.0,152.1,141.3,148.0,149.1,148.12,7545363,111758770255000.0,33241,1715763,0.2274
2019-09-23,ADANIENT,EQ,149.1,154.0,154.0,147.55,149.5,152.4,150.91,4136992,62431995829999.99,19040,784348,0.18960000000000002
2019-09-24,ADANIENT,EQ,152.4,151.25,153.0,145.4,147.2,148.05,148.99,4576924,68193417890000.0,24217,598344,0.1307
2019-09-25,ADANIENT,EQ,148.05,149.7,151.0,145.5,147.1,147.55,148.45,4572108,67870997879999.99,27829,443957,0.0971
2019-09-26,ADANIENT,EQ,147.55,148.45,155.4,146.65,151.9,152.7,152.2,7013490,106747208410000.0,34442,1330315,0.18969999999999998
2019-09-27,ADANIENT,EQ,152.7,152.7,152.7,147.2,148.9,149.45,149.61,4016921,60097383040000.0,20727,701451,0.1746
2019-09-30,ADANIENT,EQ,149.45,149.1,149.75,143.75,145.5,145.85,145.91,3528313,51481129000000.0,17924,397673,0.1127
2019-10-01,ADANIENT,EQ,145.85,146.1,147.7,140.5,143.45,143.65,144.37,3732047,53881071285000.0,16300,430594,0.11539999999999999
2019-10-03,ADANIENT,EQ,143.65,143.0,145.0,141.4,142.85,143.55,143.2,2070232,29645435275000.0,11122,168395,0.08130000000000001
2019-10-04,ADANIENT,EQ,143.55,143.95,144.5,137.55,137.9,140.0,142.0,2382805,33834853635000.004,11951,437979,0.1838
2019-10-07,ADANIENT,EQ,140.0,138.45,140.0,135.25,135.5,135.8,137.22,2701943,37074886945000.0,12557,378976,0.1403
2019-10-09,ADANIENT,EQ,135.8,134.95,139.65,134.1,138.4,139.0,136.82,2682715,36706157930000.0,15509,294052,0.10960000000000002
2019-10-10,ADANIENT,EQ,139.0,138.0,139.1,135.3,136.75,137.4,137.04,2413888,33081034850000.0,13319,215325,0.0892
2019-10-11,ADANIENT,EQ,137.4,137.45,138.8,134.6,136.4,136.95,136.6,2780875,37987992770000.0,12898,353243,0.127
2019-10-14,ADANIENT,EQ,136.95,137.9,152.4,137.0,146.95,147.1,146.09,10795909,157714471185000.0,55796,1319302,0.1222
2019-10-15,ADANIENT,EQ,147.1,147.7,155.85,146.6,154.9,155.0,152.42,11048872,168404627375000.0,62824,839703,0.076
2019-10-16,ADANIENT,EQ,155.0,155.0,160.9,155.0,159.85,160.15,158.27,9587304,151741519910000.0,59372,746825,0.0779
2019-10-17,ADANIENT,EQ,160.15,159.8,165.0,157.65,163.0,162.55,161.14,6523046,105113837285000.0,31817,993064,0.1522
2019-10-18,ADANIENT,EQ,162.55,174.9,175.8,165.1,174.2,175.1,171.54,14162661,242953222005000.03,76434,1476099,0.1042
2019-10-22,ADANIENT,EQ,175.1,174.5,180.0,173.4,178.4,178.65,177.84,7909839,140665433790000.02,33677,1418332,0.1793
2019-10-23,ADANIENT,EQ,178.65,178.75,178.75,172.4,175.8,176.45,175.63,4743985,83317972520000.0,25735,492071,0.1037
2019-10-24,ADANIENT,EQ,176.45,175.0,180.0,174.3,179.5,179.0,177.27,4753708,84268489795000.0,26028,595442,0.1253
2019-10-25,ADANIENT,EQ,179.0,179.5,183.7,177.2,180.65,181.3,181.1,7857185,142296339495000.0,42181,1040633,0.13240000000000002
2019-10-27,ADANIENT,EQ,181.3,182.9,184.25,182.0,182.8,183.4,183.15,1003414,18377439530000.0,6284,297357,0.2963
2019-10-29,ADANIENT,EQ,183.4,182.8,197.0,182.35,192.95,195.55,191.58,9534790,182668271370000.0,48833,1087990,0.11410000000000001
2019-10-30,ADANIENT,EQ,195.55,194.35,197.45,192.3,194.9,195.75,195.0,4791525,93437123295000.0,35683,766329,0.15990000000000001
2019-10-31,ADANIENT,EQ,195.75,196.7,201.3,196.0,197.45,199.65,198.79,6584768,130896722075000.0,36959,1296429,0.19690000000000002
2019-11-01,ADANIENT,EQ,199.65,199.0,202.4,196.2,199.85,200.45,199.4,3522957,70246907520000.01,20646,336864,0.0956
2019-11-04,ADANIENT,EQ,200.45,200.95,203.9,198.25,199.5,200.9,201.05,3965499,79728126335000.0,21529,496752,0.1253
2019-11-05,ADANIENT,EQ,200.9,200.0,201.5,197.7,200.0,200.55,199.69,2326138,46449756210000.0,16451,225594,0.09699999999999999
2019-11-06,ADANIENT,EQ,200.55,199.0,209.7,198.6,207.2,207.55,205.94,6220311,128100174345000.0,38205,449450,0.0723
2019-11-07,ADANIENT,EQ,207.55,207.9,210.4,205.5,209.25,209.15,208.35,3959490,82496510360000.0,26887,322988,0.0816
2019-11-08,ADANIENT,EQ,209.15,208.7,212.0,206.2,207.25,208.05,209.64,4057743,85068198350000.0,23951,466257,0.1149
2019-11-11,ADANIENT,EQ,208.05,206.95,212.25,206.05,210.8,210.85,209.85,2907157,61006830190000.0,20360,330667,0.1137
2019-11-13,ADANIENT,EQ,210.85,209.0,210.75,194.3,197.5,198.2,199.61,9836594,196350235615000.0,63382,1099266,0.1118
2019-11-14,ADANIENT,EQ,198.2,196.25,203.15,194.05,201.6,202.3,200.54,4141184,83045549380000.0,28224,351910,0.085
2019-11-15,ADANIENT,EQ,202.3,202.0,205.0,200.8,203.1,203.6,203.43,3314555,67427562400000.0,19200,460367,0.1389
2019-11-18,ADANIENT,EQ,203.6,203.8,205.6,200.1,200.15,201.15,203.22,2041767,41491897395000.0,13388,282548,0.1384
2019-11-19,ADANIENT,EQ,201.15,202.0,202.6,196.25,198.45,199.7,199.77,2954848,59030246110000.0,19218,265583,0.08990000000000001
2019-11-20,ADANIENT,EQ,199.7,198.5,207.45,198.1,204.4,205.7,203.66,3488019,71035790780000.0,21164,401555,0.1151
2019-11-21,ADANIENT,EQ,205.7,206.9,209.0,201.95,204.45,205.5,206.17,4409698,90916110590000.0,24824,471967,0.107
2019-11-22,ADANIENT,EQ,205.5,204.75,206.3,200.1,202.0,203.45,203.24,2545651,51736703415000.0,16109,478352,0.18789999999999998
2019-11-25,ADANIENT,EQ,203.45,201.9,216.25,201.6,215.5,215.2,211.2,6805228,143724209475000.0,39031,710935,0.1045
2019-11-26,ADANIENT,EQ,215.2,214.75,217.7,207.15,210.0,210.6,211.75,5247790,111121646540000.02,33673,644142,0.1227
2019-11-27,ADANIENT,EQ,210.6,209.9,215.2,208.5,212.0,213.55,212.69,4051404,86170288050000.0,25843,503006,0.1242
2019-11-28,ADANIENT,EQ,213.55,212.8,216.2,210.5,211.95,213.1,213.89,4234343,90568706075000.0,39098,498378,0.1177
2019-11-29,ADANIENT,EQ,213.1,212.4,221.5,211.7,213.6,214.9,217.45,7969827,173306558610000.0,50943,776123,0.0974
2019-12-02,ADANIENT,EQ,214.9,212.0,213.7,206.05,208.35,209.0,209.63,3169460,66441318520000.01,20785,356637,0.1125
2019-12-03,ADANIENT,EQ,209.0,208.0,209.95,203.55,206.7,207.85,206.76,2382612,49263306990000.0,16193,300562,0.1261
2019-12-04,ADANIENT,EQ,207.85,205.8,213.5,205.3,212.5,212.45,210.11,2917279,61293644760000.0,19342,393566,0.1349
2019-12-05,ADANIENT,EQ,212.45,213.0,213.7,207.35,207.65,208.4,209.56,2309030,48388244985000.0,15157,351350,0.1522
2019-12-06,ADANIENT,EQ,208.4,208.45,210.05,205.05,205.05,206.5,207.34,1958477,40606201465000.0,12979,252093,0.12869999999999998
2019-12-09,ADANIENT,EQ,206.5,205.9,209.7,202.4,207.35,207.45,206.88,2550809,52771188775000.0,16388,217276,0.0852
2019-12-10,ADANIENT,EQ,207.45,207.45,208.2,203.3,203.35,204.2,205.43,2139886,43958749210000.0,12408,205751,0.0962
2019-12-11,ADANIENT,EQ,204.2,203.1,207.8,202.65,205.6,206.15,205.36,2155584,44266847695000.0,17013,222924,0.1034
2019-12-12,ADANIENT,EQ,206.15,206.9,212.35,206.6,209.35,210.4,209.43,2958155,61952242270000.01,22984,497577,0.16820000000000002
2019-12-13,ADANIENT,EQ,210.4,210.5,213.25,208.5,211.85,212.2,211.42,2867800,60631286500000.0,19513,419066,0.1461
2019-12-16,ADANIENT,EQ,212.2,212.1,213.25,209.4,209.7,210.5,211.11,2184582,46118699870000.0,12092,341050,0.1561
2019-12-17,ADANIENT,EQ,210.5,210.5,213.2,210.0,211.15,211.2,211.29,1968218,41585937970000.0,9914,406134,0.20629999999999998
2019-12-18,ADANIENT,EQ,211.2,211.8,212.45,205.6,207.8,208.15,208.15,2542320,52919066865000.0,15181,451342,0.1775
2019-12-19,ADANIENT,EQ,208.15,207.65,211.0,206.75,210.5,210.55,209.58,2180662,45702941170000.0,12855,373731,0.1714
2019-12-20,ADANIENT,EQ,210.55,210.0,220.8,209.5,217.6,218.8,217.04,6997898,151880492975000.0,42167,952887,0.1362
2019-12-23,ADANIENT,EQ,218.8,217.75,220.8,212.4,214.5,214.55,216.54,3709426,80323828095000.0,32301,588172,0.1586
2019-12-24,ADANIENT,EQ,214.55,214.55,216.95,207.6,208.85,209.15,212.21,2984621,63336047354999.99,18225,643046,0.21550000000000002
2019-12-26,ADANIENT,EQ,209.15,208.95,211.1,205.6,210.45,208.95,208.15,3299177,68671847015000.0,19516,478566,0.1451
2019-12-27,ADANIENT,EQ,208.95,209.05,211.2,207.1,210.0,209.1,209.33,2240503,46901559335000.0,12271,436129,0.19469999999999998
2019-12-30,ADANIENT,EQ,209.1,209.9,211.6,208.0,208.35,208.65,209.53,1938731,40622755070000.0,13068,264896,0.1366
2019-12-31,ADANIENT,EQ,208.65,208.7,210.75,207.65,207.7,208.35,208.95,1600059,33432736575000.0,9191,299019,0.1869
